Category,Type,Zipcode,City,Neighboor,Address,Description,c_Elevador,c_Portaria,c_Piscina,c_Portao_eletronico,c_Condominio_fechado,c_Segurança_24h,c_Permitido_animais,c_Area_murada,c_Academia,c_Salao_de_festas,p_Porteiro_24h,p_Churrasqueira,p_Piscina,p_Armarios_embutidos,p_Ar_condicionado,p_Quarto_de_servico,p_Varanda,p_Armarios_na_cozinha,p_Academia,p_Area_de_servico,p_Mobiliado,p_Salao_de_festas,Price_Value,Area_value,Bedrooms_qty,Bathrooms_qty,Garage_qty,square_meter_price,full_adress,location
Apartamentos,Venda - apartamento padrão,60410545,Fortaleza,Vila União,Avenida dos Expedicionários - de 4887 ao fim - lado ímpar,"Código do anúncio: AP0579

APARTAMENTO DE 116m² COM 03 QUARTOS (SENDO 02 SUITE), SALA, VARANDA, WC SOCIAL, COZINHA E ÁREA DE SERVIÇO. QUADRA DE ESPORTES, PLAYGROUND, CHURRASQUEIRA E 01 VAGA DE GARAGEM. PRÓXIMO A ETUFOR.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,220000,115,3,3,1,1913.0434782608695,"Avenida dos Expedicionários - de 4887 ao fim - lado ímpar, Vila União, Fortaleza - CE",
Casas,Venda - casa em condominio fechado,60410642,Fortaleza,Vila União,Rua São Mateus - de 981/982 ao fim,"Código do anúncio: CA0029

Casa Projetada com elegância e conforto!

- 370 m² de Área construída
-Terreno: 16 x 27

Área interna:
-4 suítes
-Sala,
-Gabinete,
-Banheiro social completo,
-Cozinha,
-Dependência de empregada completa,
-Área de serviço com dispensa,
-Pequena acadêmia.

Área externa:
-Garagem para 4 carros,
-Deck,
-Dois banheiros,
-Piscina.

Ter uma casa com piscina faz parte do sonho de muita gente, e não é para menos, já que o projeto além de valorizar o lar ainda é capaz de adicionar mais beleza.

Ligue agora :

 OI
 TIM
 CLARO (Whatsapp)
(85)  -",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,370,4,5,4,3243.2432432432433,"Rua São Mateus - de 981/982 ao fim, Vila União, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60110370,Fortaleza,Meireles,Rua Antônio Augusto - até 909/910,"Código do anúncio: AP076

AP076

Apartamento na Praia de Iracema.

Apartamento com 75m², sala de 2 ambientes, varanda com vista mar, banheiro social, 2 quartos, sendo 1 suíte com closet e varanda com vista mar, interligando com a sala, cozinha tradicional, área de serviço com banheiro, posição nascente com inclinação para o norte, andar intermediário, 2 vagas de garagem.
OBS; Planta original com 3 quartos, podendo voltar a planta original. A sala foi estendida, ficando com 2 quartos.

Prédio com 23 pavimentos, 5 unidades por andar, 3 elevadores, portaria 24hs,guarita elevada, eclusa.

Lazer com piscina, salão de festas, salão de jogos, churrasqueira, academia, playground.

Documentado.

Taxa do condomínio R$ 745,00( com água e gás incluso)

Valor de venda R$ 800 mil",0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,800000,75,2,3,2,10666.666666666666,"Rua Antônio Augusto - até 909/910, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60192095,Fortaleza,Cocó,Rua Doutor Gilberto Studart - de 921/922 a 1829/1830,"Código do anúncio: AP1089

Ótimo apartamento localizado  1 quadra e meio da Praça Pedro Felipe Borges, com vista que ver o Mar da Praia do Futuro. Nascente e com 3 suítes. Está todo reformado, pronto pra entrar. -",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,380000,111,4,3,2,3423.4234234234236,"Rua Doutor Gilberto Studart - de 921/922 a 1829/1830, Cocó, Fortaleza - CE",
Casas,Venda - casa em condominio fechado,60862515,Fortaleza,Passaré,Avenida Presidente Costa e Silva - de 4109 a 5781 - lado ímpar,"Código do anúncio: CA1632

O Clarice Lispector é um empreendimento de 178 casas duplex em condomínio fechado.

Todas unidades com 03 quartos com varanda na suíte máster, quintal e 1 vaga de garagem (espaço para 2 carros).

As casas são divididas em 3 plantas:
TIPO A  57,43m² (3 quartos sendo 3 suítes)
TIPO B  53,66m² (3 quartos sendo 2 suítes)
TIPO C  66,51M² (3 quartos sendo 3 suítes  unidade PNE)

O condomínio conta com uma ampla área de lazer com:
Espaço pet
Horta comunitária
Espaço para jogos
Espaço das flores
Redário
Espaço para leitura
Lounge Zen
Espaço de jogos
Playground
Piscina
Salão de festas
Churrasqueira
Pista de cooper

Prazo de entrega: 24 meses após assinatura do PJ.
Parcelamento da entrada: Sinal + 33X decrescentes.
Documentação de responsabilidade do cliente.

Informações  ou  -",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,215822,54,3,3,2,3996.703703703704,"Avenida Presidente Costa e Silva - de 4109 a 5781 - lado ímpar, Passaré, Fortaleza - CE",
Casas,Venda - casa em rua pública,60333630,Fortaleza,Barra do Ceará,Rua Eneide Menezes,"Código do anúncio: CA0540

Esta é sua grande chance! Casa de 100m² com três dormitórios sendo 1 suíte, cozinha, área de serviço e garagem coberta. Aceita pet. Então se você tem um animalzinho, ele amará o novo ambiente. 

Nas redondezas possui farmácias, supermercados bancos, hospitais e todas as redes de lojas e restaurantes que a região pode te oferecer.

Não perca tempo e agende já sua visita!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,100,3,3,1,2500.0,"Rua Eneide Menezes, Barra do Ceará, Fortaleza - CE","Rua Eneide Menezes, Barra do Ceará, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60330-875, Brasil"
Apartamentos,Venda - apartamento padrão,60336035,Fortaleza,Álvaro Weyne,Rua Dona Mendinha - de 1109/1110 ao fim,"Código do anúncio: WestVillage

Aproveite a oportunidade, temos o menor preço por m² !!!
A partir de R$ 185.800,00!

Localização privilegiada
Entre as Av. Francisco Sá e a Av. Leste Oeste, próximo ao Hospital Infantil

Edifício com fino acabamento,
Apartamentos com 47,20 m², dividido em:

2 quartos, sendo 1 suite (reversível)
1 banheiro social
Sala com varanda
Cozinha

Área de lazer completa:

Deck com churrasqueira
Piscina
Playground
Mini-campo

1 vaga de garagem por apto

Acessibilidade em todas
as áreas do condomínio


2 Blocos com 11 Andares
8 aptos por pavimento
2 elevadores por bloco
Totalizando 88 aptos por bloco.

Agende já uma visita:

(85) 98635.4890 (OI e WhatsApp)
(85) 99685.6676 (TIM)

Elber Mesquita - CRECI 10.848

Proximidades:
Hapclina, UPA, Leste Oeste, Presidente Castelo Branco, Residencial Francisco Sá, Avenida Francisco Sá,
Condomínio Viver Clube, Hospital Infantil, Cristo Redentor, Carlito Pamplona",1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,185800,47,2,1,1,3953.191489361702,"Rua Dona Mendinha - de 1109/1110 ao fim, Álvaro Weyne, Fortaleza - CE",
Casas,Venda - casa em rua pública,60763430,Fortaleza,Conjunto Esperança,Avenida Contorno Sul,"Código do anúncio: CA1404

CHEGOU SUA OPORTUNIDADE DE MORAR EM UM DOS MELHORES BAIRROS DE FORTALEZA .

CASA COM 4 QUARTOS
VARANDA
UM ESPAÇO GIGANTESCO NA PARTE SUPERIOR DO IMOVEL

QUER SABER MAIS ?
ENTRE EM CONTATO E FALE COM UMA DE NOSSAS ATENDENTES. -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,290000,300,4,2,1,966.6666666666666,"Avenida Contorno Sul, Conjunto Esperança, Fortaleza - CE","Avenida Contorno Sul, Conjunto Esperança, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60763-677, Brasil"
Casas,Venda - casa em rua pública,60353060,Fortaleza,Quintino Cunha,Rua XV (Cj Cidade Oeste),"Código do anúncio: 1VOKUFT

A casa com ponto Comercial  no bairro Quintino Cunha com 225 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,225,3,1,1,1866.6666666666667,"Rua XV (Cj Cidade Oeste), Quintino Cunha, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60811150,Fortaleza,Engenheiro Luciano Cavalcante,Rua Caio Cid,"Código do anúncio: 33712

Lindo Apartamento de 72,67 m², 3 quartos sendo 2 suites, 2 salas e 2 vagas na garagem. O imovel tem todos os apartamentos voltados para o nascente.Area de lazer completa: Piscina, Churrasqueira, Jardins, Pista de Cooper Playground, Quadra Poliesportiva, Quadra Recreativa, Campo Futebol, Sauna, Fitness, Sala Massagem, Sala de Estudos, Salao Festas, Brinquedoteca, Home Office, Espaco Gourmet, Espaco zen, Espaco mulher.O imovel fica proximo da Av. Washington Soares a 4 min, Farmacia dose Certa a 5 min, Smart Fit a 5 min, Pao de Acucar a 4 min, Unifor a 10 min, Shopping Iguatemi a 7 min.Agende ja sua visita.
                    Atualizado em  :52.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580000,73,3,3,2,7945.2054794520545,"Rua Caio Cid, Engenheiro Luciano Cavalcante, Fortaleza - CE","Rua Caio Cid, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-150, Brasil"
Apartamentos,Venda - apartamento padrão,60711540,Fortaleza,Mondubim,Rua Antônio Divino,"Código do anúncio: AP0367

LINDO APARTAMENTO NA REGIAO DA MARAPONGA MARAPONGA
48 m2;
2 Quartos sendo 1 suíte;
1 Vaga de garagem;
área de lazer ;
Valor do condomínio R$: 220 incluso água e gás -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,185000,48,2,2,1,3854.1666666666665,"Rua Antônio Divino, Mondubim, Fortaleza - CE","Rua Antônio Divino, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60711-532, Brasil"
Apartamentos,Venda - apartamento padrão,60165068,Fortaleza,Meireles,Avenida Monsenhor Tabosa - de 748 ao fim - lado par,"Código do anúncio: Ne2Poi100

O apartamento está localizado no bairro Meireles possui 42 metros quadrados com 1 quarto e 1 banheiro
Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes. Elevador que garante o transporte das suas malas e compras.
Fica em um condomínio fechado.
É mobiliado. 
O valor do condomínio inclui agua e gás",1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,300000,42,1,1,1,7142.857142857143,"Avenida Monsenhor Tabosa - de 748 ao fim - lado par, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60140110,Fortaleza,Aldeota,Rua Catão Mamede,"Código do anúncio: (EXR) TR109104 (5)

CÓDIGO: (EXR) TR109104

Preço/Condição REFERENTE para o mês de MAIO

=============================

TRIUNFO IMÓVEIS - FORTALEZA (CRECI 1326J)

(85) 98101.0712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150000,204,3,4,3,5637.254901960784,"Rua Catão Mamede, Aldeota, Fortaleza - CE","Rua Catão Mamede, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-171, Brasil"
Casas,Venda - casa em condominio fechado,60831490,Fortaleza,Lagoa Redonda,Rua Luiza Guimarães,"Código do anúncio: CA1044

A casa de condomínio está localizado no bairro Lagoa Redonda com 84 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros
Possui área verde de jardim.
Vai lhe possibilitar curtir os dias mais quentes na piscina.Fica em um condomínio fechado.
Espaço reservado para preparar o seu churrasco.",0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,339000,84,3,2,2,4035.714285714286,"Rua Luiza Guimarães, Lagoa Redonda, Fortaleza - CE","Rua Luiza Guimarães, Conjunto Residencial Curió, Lagoa Redonda, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60831-496, Brasil"
Casas,Venda - casa em rua pública,60762000,Fortaleza,Mondubim,Rua Margarida,"Código do anúncio: 1H9FEUA

*85 9.8826.3257* CHAMAR NO WHATSAPP MAIS INFORMAÇOES. 

TENHO APARTAMENTOS EM TODO OS ANDARES PARA MAIS INFORMAÇOES DEIXE SEU WHATSAPP NO CHAT
FAÇA SUA SIMULAÇAO GRATIS SEM COMPROMISSO. ENTRE EM CONTATO VIA WHATSAPP  
SEGUIR NO INSTAGRAM CONHECER MEU TRABALHO  @wellington_pontes_corretor

SAIA JÁ DO ALUGUEL COMPRE AQUI SEU IMOVEL NA MELHOR LOCALIZAÇAO.
Apartamentos próximo a farmácias , supermercados ,hospitais , restaurantes e grandes avenidas
PREÇOS PROMOCIONAIS
Agende sua visita Whatsapp 
Utilize seu FGTS na entrada
PARCELAMOS SUA ENTRADA 24 , 36 OU 60 (VERIFICAR OS PLANOS DISPONIVEIS)
DOCUMENTAÇÃO GRÁTIS (VERIFICAR AS UNIDADES)
Financiamento pela Caixa econômica 
Subsidios de ate 37 Mil (DESCONTO NA ENTRADA)
 BENEFICIOS DO PROGRAMA CASA VERDE AMARELA 
O Apartamento conta com: 
Portaria 24 horas 
 ótima localizaçao
1 ou 2 quartos
 Varanda 
 1 ou 2 banheiros
 1 ou 2 Vagas de garagem
 Piscina adulta e infantil      
 Deck com churrasqueira;
 Playground;
campinho de futebol
salao de jogos e festas
?Agende sua visita e conheça todas as facilidades ?
? WELLINGTON PONTES CRECI 17978F
 FAÇA SUA SIMULAÇAO GRATIS E SEM COMPROMISSO 
Whatsapp: (85) 9.8826.3257 OBS: ATENDIMENTO VIA WHATSAPP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,115,3,2,2,3130.4347826086955,"Rua Margarida, Mondubim, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60811595,Fortaleza,Edson Queiroz,Rua Governador Manoel de Castro Filho,"Código do anúncio: AP0051

O apartamento está localizado no bairro Edson Queiroz possui 81 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros
Possui academia, espaço gourmet, jardim, parquinho infantil, salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Espaço reservado para preparar o seu churrasco.
Elevador que garante o transporte das suas malas e compras.
Fica em um condomínio fechado.",1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,600000,81,3,3,2,7407.407407407408,"Rua Governador Manoel de Castro Filho, Edson Queiroz, Fortaleza - CE","Rua Governador Manoel de Castro Filho, Edson Queiroz, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-010, Brasil"
Apartamentos,Venda - apartamento padrão,60050101,Fortaleza,José Bonifácio,Rua Conselheiro Tristão - de 230/231 a 989/990,"Código do anúncio: AP3094

- Apartamento no Bairro de Fátima
(Próx. da Igreja)


- São 140m2, Bem
Ventilado, 03 Quartos, Armários Projetados-


- Ampla Sala, Banheiro Social, Cozinha
Independente, Dependência Completa


- Área de Serviço, 02 Vagas Cobertas 


- Portaria 24h, Sem Lazer, Prédio de
Escada, Segundo Andar 




$ Valor de Venda R$ 320 Mil. Estuda
Proposta.




- Para visitas e mais informações
entre em contato.


Jefferson Almeida Corretor Avaliador
de Imóveis


Creci 15617 E CNAI 15205


Fones 85 98853.7070(WhatsApp)




#jeffersonalmeidacorretor
#minhacasameusonhoporjeffersonalmeida #sonhoquesesonhajuntoerealidade
#edificioanacarolina #bairrodefatima #apartamentoemfortaleza #condominiofechado
#igrejadefatima #apartamentoemfortaleza #corretordeimoveis #sale #vendo

               
               As informações estão sujeitas a alterações. Consulte o corretor responsável.
 


Chave do anúncio: x9tG7EUO2gaoRHFR",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000,140,3,3,2,2285.714285714286,"Rua Conselheiro Tristão - de 230/231 a 989/990, José Bonifácio, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60175045,Fortaleza,Papicu,Rua Pereira de Miranda - até 99997/99998,"Código do anúncio: AP1009

More em um dos melhores condomínios de Fortaleza !!!

- Edifício Helbor Parque Clube -

Localizado na Rua Pereira de Miranda, n.º 555 - Papicu à 250m da Av. Engenheiro Santana Júnior, 5 min do Shopping RioMar, 6 min do Parque do Cocó e próximo a supermercados, restaurantes e diversos pontos comerciais.

Excelente apartamento medindo 69,50m², posição sul/oeste, possui sala para até 2 ambientes com móvel projetado, varanda, cozinha projetada, banheiro de serviço, 3 quartos (sendo 1 suíte com armários) e banheiro social.

O condomínio dispõe de lazer completo com: salão de festas adulto, lindos jardins, academia, home cinema, salão de jogos, bastante espaço livre, quadra poliesportiva, deck com churrasqueira, espaço office, mercadinho, portaria 24h, segurança armada e 01 vaga de garagem.

Venda: R$ 450.000,00
Condomínio: R$ 450,00 - (Valor do condomínio pode sofrer alteração de acordo com assembleia condominial)
Taxa de IPTU: 11 x R$ 81,92

Agende já sua visita !! -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,450000,70,3,3,1,6428.571428571428,"Rua Pereira de Miranda - até 99997/99998, Papicu, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60337385,Fortaleza,Cristo Redentor,Rua Dona Mendinha - até 1107/1108,"Vendo apt no 1o andar  , posição nascente ,
2 quartos ,1 banheiro, 1 sala de estar/jantar e cozinha , com 1 vaga de garagem .

Condomínio com:
*Portaria 24 hs
*churrasqueira 
*Piscina
*decks
*salão de festa 
*quadra para criança 
 
?Vizinho ao Hospital Infantil SOPAI.

",0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,155000,44,2,1,1,3522.7272727272725,"Rua Dona Mendinha - até 1107/1108, Cristo Redentor, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60191355,Fortaleza,Manuel Dias Branco,Rua Bento Albuquerque - de 2501/2502 ao fim,"Código do anúncio: LivingResort116

- Living Resort - Dunas
- 115 Metros
- 3 Suítes
- Sala com Varanda
- Dependência 
- 2 Vagas
- Lazer Completo

Obs: Disponho também de unidades de 145 e 163 metros

Para Mais Informações:
 WhatsApp 
Orzete Lopes Corretor
Creci:8912",1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1120000,116,3,3,2,9655.172413793103,"Rua Bento Albuquerque - de 2501/2502 ao fim, Manuel Dias Branco, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60020181,Fortaleza,Benfica,Avenida da Universidade - de 2801/2802 ao fim,"Código do anúncio: 1V29F09

O apartamento novo, localizado ao lado da reitoria da UFC, com 67m², 3 quartos sendo 1 suite, 1 banheiro, 2 vagas na garagem.
Condomínio possui academia, cinema, sala de jogos, espaço para festas, piscina, churrasqueira, quadra, playground.",1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,570000,67,3,2,2,8507.462686567163,"Avenida da Universidade - de 2801/2802 ao fim, Benfica, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60192120,Fortaleza,Cocó,Avenida Padre Antônio Tomás - de 2496/2497 ao fim,"Código do anúncio: RR15

O apartamento no bairro Cocó possui 80 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,  2 vagas  de  garagem, lazer  completo.
PORTEIRA FECHADA
Documentação   Ok
Maiores  informações:
Ricardo:  999",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,647000,80,3,2,2,8087.5,"Avenida Padre Antônio Tomás - de 2496/2497 ao fim, Cocó, Fortaleza - CE",
Casas,Venda - casa em condominio fechado,60863220,Fortaleza,Barroso,Rua Geraldo Soares,"Código do anúncio: CA0271

CASA EM CONDOMINIO POR TRÁS DO FROTINHA DA MESSEJANA

76,5 m2 ;
lote de fundo maior, próprio para padronizar seu lazer privativo ou 3 quarto ;
2 suítes ;
2 Vagas de garagem ;
Porcelanato ;
Lazer completo ;
Fácil acesso;
Conforto e segurança para sua família; -",0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,290000,76,2,1,2,3815.7894736842104,"Rua Geraldo Soares, Barroso, Fortaleza - CE","Rua Geraldo Soares, Barroso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60865-035, Brasil"
Apartamentos,Venda - apartamento kitchenette,60812260,Fortaleza,Edson Queiroz,Travessa Contaneide,"Código do anúncio: 8176... ver número

Excelente oportunidade de apartamento compacto no grande Guararapes.

área de lazer completa com piscina academia salão de festas salão de jogos brinquedoteca playground quadra poliesportiva etc.

Perto da uniforme do fórum do centro de eventos da uni7, a poucos metros da avenida Washington Soares.

Fotos do apartamento decorado meramente ilustrativas!!

Thiara Barbosa 
Creci 9506-F",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,289900,31,1,1,1,9351.612903225807,"Travessa Contaneide, Edson Queiroz, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60711446,Fortaleza,Mondubim,Rua Itacira,"Código do anúncio: 002TDRM

Maraponga! 

Quer morar em uma excelente localização e acha que não tem condições? Chegou a sua vez.

 Apartamentos Novos de 1 ou 2 quartos para RENDA COMPROVADA a partir de dois salários mínimos , Issso mesmo!!!!

Ganha só um salário? Então junte-se a outra pessoa e adquira já o seu Ap. A renda para financiamento pode ser COMPROVADA por até TRÊS pessoas DIFERENTES! Gostou???

Então corre e não perca essa oportunidade. Entre já em contato. 

APARTAMENTOS NOVOS

Sala de Jantar/Estar
Dois Quartos
Um banheiro
44 m2 

a 250 mts da Av.Benjamim Brasil

Entrada Facilitada em até 80X
Use seu FGTS",0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,174000,44,2,1,1,3954.5454545454545,"Rua Itacira, Mondubim, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60125001,Fortaleza,Dionisio Torres,Rua José Vilar - de 2051/2052 a 3249/3250,"Código do anúncio: 1F9E81R

((Amplo apartamento e muito ventilado))
- Apartamento no Dionísio Torres | Nascente Total 
- Área Privativa de 120 m² 
- 03 Suítes (uma suíte reversível) 
- Ampla Sala de Estar/Jantar 
- Varanda Social 
- Cozinha com Área de Serviço 
- Dependência Completa 

- 02 Vagas de Garagem (PARALELAS) 

- O prédio com: Salão de Festas, Jardins, 2 Elevadores e Portaria 24h. 

- Documentação ok",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,550000,120,3,4,2,4583.333333333333,"Rua José Vilar - de 2051/2052 a 3249/3250, Dionisio Torres, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60455365,Fortaleza,Parquelândia,Rua Padre Guerra - de 916/917 a 2609/2610,"Código do anúncio: AP0916

PARC CEZANNE RESIDENCE  APARTAMENTOS NA PARQUELANDIA EM FORTALEZA/CE


O Condomínio de Apartamentos Parc Cezanne Residence, está localizado no bairro da Parquelândia em Fortaleza/CE. Inspirada na beleza e na cor da natureza pintada pelo francês Paul Cézanne, foi desenvolvido um projeto que contempla a qualidade de vida, o conforto e a beleza que você e sua família merecem, sempre valorizando a natureza. Realmente impressionante! Parc Cezanne Residence: depois dele seu conceito de morar bem nunca mais será o mesmo. -",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,630000,85,3,2,2,7411.764705882353,"Rua Padre Guerra - de 916/917 a 2609/2610, Parquelândia, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60865400,Fortaleza,Jangurussu,Rua Irmãos Fontenele,"Código do anúncio: AP0720

Excelente apartamento nascente, com 3 quartos, próximo ao terminal de Messejana e ao Frotinha.

Internamento distribuídos em: sala para 2 ambientes, cozinha americana, varanda, banheiro social, 3 quartos, sendo 1 suíte. 2 vagas de garagem.

Condomínio com portaria 24hrs, piscina, deck com churrasqueira, playground, sistema eletrônico de segurança.

Imóvel apto para financiamento bancário.

Para maiores informações e agendamento de visita:  /  -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,160000,60,3,2,2,2666.6666666666665,"Rua Irmãos Fontenele, Jangurussu, Fortaleza - CE","Rua Irmãos Fontenele, Vila Campo Estrela, Jangurussu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60863-254, Brasil"
Apartamentos,Venda - apartamento padrão,60810165,Fortaleza,Guararapes,Rua Firmino Rocha Aguiar,"Código do anúncio: HP155

Apartamento:
- Área privativa de 72 m²;
- Posição nascente;
- Com móveis fixos na cozinha e um closet;
- Sala com varanda Gourmet;
- 2 Quartos (1 suítes);
- 2 banheiros; e
- 2 vagas de garagem.

Lazer completo: 
- Salão de festas;
- Jogos;
- Playground;
- Spa;
- Piscina;
- Deck com churrasqueira; e
- Quadra.


- Recepção; e
- Portaria 24h.",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,499000,72,2,2,2,6930.555555555556,"Rua Firmino Rocha Aguiar, Guararapes, Fortaleza - CE","Rua Firmino Rocha Aguiar, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-165, Brasil"
Apartamentos,Venda - apartamento padrão,60115080,Fortaleza,Meireles,Rua Barão de Aracati - até 849/850,"Código do anúncio: LFI- ARTIZ

Unidades a partir de R$ 1.457.000,00 na planta Com metragem de 155m² a 188m²O apartamento está localizado no bairro Meireles com 155 metros quadrados com 3 quartos sendo 3 suites e 4 banheirosPossui salão de festas, área verde de jardim, espaço gourmet, academia, área de recreação infantil.Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Está em um condomínio protegido por grades.Elevador que garante o transporte das suas malas e compras.Espaço reservado para preparar o seu churrasco.",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1457000,155,3,4,3,9400.0,"Rua Barão de Aracati - até 849/850, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60120021,Fortaleza,Aldeota,Rua Silva Paulet - de 766/767 a 1889/1890,"Código do anúncio: AP12370

Oportunidade, apartamento à venda próximo à Santos Dumont, excelente localização, Meireles/Fortaleza com 150 m², 03 quartos sendo 01 suíte master com closet. gabinete, ampla sala em L, banheiro social, varanda, cozinha, área de serviço, 02 vagas de garagem. Condomínio com água incluído e gás individualizado, portaria 24 horas.

Agende sua visita.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,150,3,2,2,3666.6666666666665,"Rua Silva Paulet - de 766/767 a 1889/1890, Aldeota, Fortaleza - CE",
